item,user,damping,F1,Precision,Recall
True,False,0.735599860784436,0.05444948748987917,0.03693531283138929,0.16764857446079173
False,True,0.6810656614886692,0.05426982712719529,0.03688229056203619,0.16664601122025297
True,False,0.0016274863813296458,0.052369571242233695,0.03517497348886539,0.16205289447019883
True,False,0.516679544207554,0.05408978936936287,0.0365641569459174,0.16812219479499982
True,True,0.32261011800147193,0.054436730787261474,0.03691410392364802,0.16580400069558096
False,False,0.611384997360676,0.054102224402472046,0.03671261930010612,0.16399070910425248
True,True,0.8374251237165845,0.05374165301178483,0.0363838812301167,0.16404359117872827
True,False,0.9310301026183928,0.05568380436224733,0.037751855779427385,0.16899963223858447
False,False,0.6093137514194906,0.05462083347741544,0.03712619300106052,0.1674338947320654
True,True,0.706930752956411,0.05546053301437345,0.03767762460233306,0.1692902675837614
True,False,0.44881332792028056,0.05385815891641767,0.03640509013785799,0.16685135626494832
False,False,0.5123682216277783,0.05464372910843673,0.037009544008483684,0.16865612290493237
True,True,0.36445441217860963,0.05435919079589796,0.0367974549310711,0.16728923447138414
True,False,0.8787491875199103,0.054406335543356554,0.03695652173913051,0.16378334268386224
False,False,0.28062528714387575,0.05535118724811554,0.037550371155885526,0.16765831164252978
True,True,0.6662625568664694,0.053980042081767675,0.03657476139978804,0.1670369170875691
True,False,0.9933958725130398,0.055756991946761085,0.03786850477200427,0.16760921688591143
True,False,0.17515974022062175,0.054684197321724255,0.036829268292683,0.1699771960827009
False,False,0.7391558310785808,0.05406050801377521,0.03676564156945931,0.1648691927406136
True,True,0.8013971018018794,0.05451363646768132,0.036935312831389275,0.16717948414344638
True,False,0.9070003368757548,0.05462663345272822,0.036967126193001146,0.16509376044557844
True,False,0.8506422315663617,0.05533117719062507,0.03760339342523868,0.1676082463824037
False,False,0.4087005259325471,0.05435075778968767,0.036808059384941756,0.1669139186632306
True,True,0.47286585320763064,0.05527635719026693,0.037486744432661846,0.16773742637704658
True,False,0.6466490019202372,0.05446251865578125,0.036967126193001125,0.16703557223105697
True,False,0.7564475352020412,0.05545561629549588,0.03762460233297997,0.17010364129295932
True,False,0.004198290213471678,0.053608397986222654,0.036086956521739245,0.16777505832923767
False,False,0.5853723554143662,0.05464779344526888,0.03692470837751863,0.16699143216876192
True,True,0.9544816346766061,0.05588191436136689,0.037932131495228,0.16771357809075918
True,False,0.7013962284556787,0.05492815864693055,0.03721102863202553,0.16714822492590142
True,False,0.785678092311031,0.05580327009703532,0.037889713679745585,0.16802065685277157
True,False,0.5261403347100782,0.05477558074970166,0.03713679745493116,0.16672099096732723
True,False,0.6843361879150809,0.05580012715023027,0.03776246023329804,0.17053781861358633
True,False,0.8032442022834819,0.054441647677983776,0.0369459172852599,0.166609886222567
True,False,0.5887707458818008,0.055657059391494366,0.037741251325556835,0.1703790255460328
True,False,0.759342986665323,0.055255707244949215,0.03741251325556745,0.17154198576741994
True,False,0.7206742757920256,0.05452015980105492,0.03702014846235428,0.16539707477220641
True,False,0.5384112319711157,0.053444751090942426,0.03620360551431608,0.16482661022807468
True,False,0.49330577425993494,0.054063614710603156,0.036712619300106115,0.16548720207136935
True,False,0.8968017639633028,0.05484485352955089,0.037221633085896176,0.17035543617670804
True,False,0.651343960260419,0.054308205472370134,0.03671261930010615,0.16846965803351177
True,False,0.6260979873186044,0.05420341189138702,0.03674443266171807,0.16722583466233237
False,False,0.8628599913876902,0.05692697582485312,0.03872746553552497,0.17157220116018673
False,False,0.8605462047972771,0.05515881536144335,0.03741251325556746,0.16915821273257176
False,True,0.9589393277319276,0.05516784380444105,0.0373170731707318,0.1717292038667954
False,False,0.9283319125896039,0.053900570150892536,0.03673382820784733,0.159946221991245
False,False,0.8254692314777322,0.056427505578662135,0.03820784729586438,0.17353010051913167
False,False,0.8786950925017952,0.05394526382695089,0.036627783669141094,0.1642331875633125
False,False,0.8226375858660162,0.05329360109492628,0.03625662778366922,0.15916321254456273
False,True,0.9815229866258904,0.05463046011503901,0.037041357370095535,0.16514991773116455
False,False,0.9328900553291648,0.0547482037881959,0.03718981972428429,0.1674149268938602
False,False,0.8415590669580435,0.05519370202297233,0.037348886532343695,0.16996560484250567
False,False,0.77636277883011,0.054157655929434834,0.036702014846235496,0.16396776955157133
False,False,0.8093703617006248,0.055177064744626414,0.03739130434782611,0.1691605740294204
False,True,0.44490792079693875,0.05451018880771385,0.03697773064687176,0.16366523388722043
False,False,0.8618776661222357,0.054575283830813566,0.037051961823966126,0.1660309006620254
False,False,0.06361941806408478,0.05293802706366072,0.03590668080593857,0.16003729623289822
False,False,0.6616286641340866,0.05680946316198804,0.03850477200424196,0.1773857122300285
False,True,0.554684771964809,0.053360531333914746,0.03601272534464486,0.16516672081811076
False,False,0.600637287073411,0.05455031723182869,0.03683987274655369,0.1708949231611655
False,False,0.6575197796539888,0.05431696458607801,0.036829268292683036,0.16705276852257875
False,False,0.7122345820779534,0.05465848098943083,0.03714740190880178,0.1643542928858558
False,False,0.3024110914458983,0.05345289746654952,0.036224814422057376,0.16239893659044086
False,True,0.9980166674553774,0.05433366057450598,0.036914103923648064,0.16606062532569602
False,False,0.3831377463127338,0.05442173246007226,0.03691410392364798,0.16765678994896177
